"Business, Management & Strategy","https://www.emeraldinsight.com/loi/bss","Business Strategy Series","978-1-78052-736-9","978-1-78052-737-6","Güler Aras, David Crowther","2012","","","Developments in Corporate Governance and Responsibility","2043-0523","David Crowther","Business, Management & Strategy","1751-5637","Business, Management & Strategy"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s1569-3767%282002%293","Volume 3 - Global Risk Management: Financial, Operational, and Insurance Strategies","978-0-7623-0982-5","978-1-84950-189-7","J. Jay Choi, Michael R. Powers","2002","","","International Finance Review","1569-3767","Professor J. Jay Choi","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"Education","https://www.emeraldinsight.com/doi/book/10.1016/s1529-210x%282003%298","Volume 8 - Investigating Educational Policy Through Ethnography","978-0-7623-1018-0","978-1-84950-210-8","Geoffrey walford","2003","","","Studies in Educational Ethnography","1529-210X","Rodney Hopson","Education,","1467-6370","Education,"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s0198-8719%282004%2916","Volume 16 - Political Power and Social Theory","978-0-7623-1036-4","978-1-84950-222-1","Diane E. Davis","2004","","Part I: Capitalism, Elites, and Class Formation;Part II: Race, and Ethnicity, War, and American Politics;Part III: Scholarly Controversy: Sociologists Confront New World (Dis)Order: Debate on the Meaning and Origins of War in Iraq","Political Power and Social Theory","0198-8719","Professor Julian Go","Sociology,","2050-8824","Sociology,"
"Library Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0065-2830201742","Volume 42 - Celebrating the James Partridge Award: Essays Toward the Development of a More Diverse, Inclusive, and Equitable Field of Library and Information Science","978-1-78635-933-9","978-1-78635-932-2","Diane L. Barlow, Paul T. Jaeger","2016","","Introduction;The James Partridge Award and Other Efforts in Higher Education;Equitable Service to All;Toward a More Inclusive and Supportive Profession;Intersections of Race and Other Forms of Diversity;Conclusions","Advances in Librarianship","0065-2830","Paul T. Jaeger","Library Studies,","0888-045X","Library Studies,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s0743-4154%282009%2927_part_2","Volume 27 Part 2 - Henry George, the Transatlantic Irish, and their Times","978-1-84855-658-4","978-1-84855-659-1","Kenneth C. Wenzer","2009","","Section I: Getting the Feet Wet;Section II: Diving into the Murky Waters;Section III: Submerged in the Sea;Section IV: Related Documents of Interest;Section V: Letters from the Pen of Henry George and Others","Research in the History of Economic Thought and Methodology","0743-4154","Professor Luca Fiorito, Scott Scheall and Carlos Eduardo Suprinyak","Business, Management & Strategy","2044-1398","Business, Management & Strategy"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x201748b","Volume 48B - How Institutions Matter!","978-1-78635-432-7","978-1-78635-431-0","Joel Gehman, Michael Lounsbury, Royston Greenwood","2016","","","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","2444-8451","HR, Learning & Organization Studies,"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s1529-2126%282004%298","Volume 8 - Gendered Perspectives on Reproduction and Sexuality","978-0-7623-1088-3","978-1-84950-256-6","Marcia Texler Segal, Vasilikie Demos, Jennie Jacobs Kronenfeld","2004","","","Advances in Gender Research","1529-2126","Professor Vasilikie Demos, Professor Marcia Segal","Sociology","1754-2413","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/9781787567498","Microcelebrity Around the Globe","978-1-78756-750-4","978-1-78756-749-8","Crystal Abidin, Megan Lindsay Brown","2018","This anthology uses in-depth interdisciplinary case studies from across the globe to examine the practice and concept of microcelebrity. Taking account of highly contextualized cultural settings and social histories, the chapters present scholarly interpretations of microcelebrity as it has proliferated and diverged in global social media networks.","Part I: Norms;Part II: Labor;Part III: Activism","Research in Rural Sociology and Development","1057-1922","Professor Terry Marsden","Sociology","2050-8824","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0190-1281%282009%2929","Volume 29 - Economic Development, Integration, and Morality in Asia and the Americas","978-1-84855-542-6","978-1-84855-543-3","Donald C. Wood","2009","","Part I: Development;Part II: Integration;Part III: Economic Transactions, Markets, and Morality","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","1745-9265","Sociology"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/9781786358981","Advances in Islamic Finance, Marketing, and Management: An Asian Perspective","978-1-78635-899-8","978-1-78635-898-1","Dilip S. Mutum, Mohammad Mohsin Butt, Mamunur Rashid","2016","Of interest to both academics and practitioners who assist in making Shariah-centric strategies, this work is particularly important as Asia holds a major percentage of Islamic assets in South Asia, Southeast Asia, and the Middle East, with new opportunities opening in Central Asia.","Section I Islamic Finance;Section II Islamic Marketing;Section III Islamic Business and Management","Advances in Health Economics and Health Services Research","0731-2199","Prof. Michael Grossman, Prof. Bjorn Lindgren, Prof. Robert Kaestner, Prof. Kristian Bolin","Health & Social Care","0951-3574","Health & Social Care"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0277-2833201527","Volume 27 - Immigration and Work","978-1-78441-632-4","978-1-78441-631-7","Jody Agius Vallejo","2015","","Part I: Legal Status and Low-Wage Labor Migrants;Part II: Labor Unions and Immigrant Workers;Part III: The Macrostructural Context of Reception and Labor Market Integration;Part IV: New Directions in Immigrant Entrepreneurship;Part V: New Gendered Occupational Niches and Immigrant/Native Workplace Boundaries","Research in the Sociology of Work","0277-2833","Rodney Hopson","Sociology","1460-8790","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1047-0042201715","Volume 15 - Public Spaces: Times of Crisis and Change","978-1-78635-464-8","978-1-78635-463-1","Joãc Teixeira Lopes, Ray Hutchison","2016","","Part I: Introduction;Part II: Urban Images, Urbanism, and Public Spaces;Part III: Culture, Arts, and Public Spaces;Part IV: The (Re) Structuration of Public Spaces","Research in Urban Sociology","1047-0042","Dr Ray Hutchison","Sociology","2050-8824","Sociology"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s1572-8323201423","Volume 23 - The Evolving Boundaries of Defence: An Assessment of Recent Shifts in Defence Activities","978-1-78350-974-4","978-1-78350-965-2","Renaud Bellais","2014","","Part I: Redefining the Boundaries of Defence Realms;Part II: Military Bases in the Domestic Economies;Part III: Building Up the Human Resources of Armed Forces;Part IV: The International Landscape of Defence","Contributions to Conflict Management, Peace Economics and Development","1572-8323","Professor Manas Chatterji","Public Policy & Environmental Management,","0956-6163","Public Policy & Environmental Management,"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1572-8323%282013%2920b","Volume 20 Part 2 - Cooperation for a Peaceful and Sustainable World Part 2","978-1-78190-655-2","978-1-78190-656-9","Li Junsheng, Chen Bo, Hou Na","2013","","","Contributions to Conflict Management, Peace Economics and Development","1572-8323","Professor Manas Chatterji","Public Policy & Environmental Management,","1757-0972","Public Policy & Environmental Management,"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s2043-9059201812","Volume 12 - The Critical State of Corporate Social Responsibility in Europe","978-1-78756-150-2","978-1-78756-149-6","Ralph Tench, Brian Jones, William Sun","2018","","Part I Introduction;Part II CSR Policies and Approaches at the EU and National Level: A Critical Review;Part III CSR Development in Europe: Contextual Differences and Understandings;Part IV CSR Perceptions and Attitudes: Stakeholder Perspectives;Part V CSR Implementation in Organisations: Radical Changes and Challenges","Critical Studies on Corporate Responsibility, Governance and Sustainability","2043-9059","William Sun","HR, Learning & Organization Studies","1362-0436","HR, Learning & Organization Studies"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s0190-1281%282012%2932","Volume 32 - Political Economy, Neoliberalism, and the Prehistoric Economies of Latin America","978-1-78190-058-1","978-1-78190-059-8","Ty Matejowsky, Donald C. Wood","2012","","Part I: Viewing the Political Economy;Part II: Critiques of Neoliberalism;Part III: Prehistoric Economies of Latin America","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","0114-0582","Sociology"
"Business, Management & Strategy","https://www.emeraldinsight.com/loi/neje","New England Journal of Entrepreneurship","978-1-78441-422-1","978-1-78441-421-4","Alain Verbeke, Rob Van Tulder, Sarianna Lundan","2014","","Part I: New Governance Determinants of MNE Behavior;Part II: New Approaches to Defining and Measuring Distance;Part III: New Perspectives on Country-specific Advantages in International Business;Part IV: Institutional Diversity in the Emerging Economy Context","Progress in International Business Research","1745-8862","Professor Rob van Tulder and Professor Alain Verbeke","Business, Management & Strategy","2574-8904","Business, Management & Strategy"
"Business, Management & Strategy","https://www.emeraldinsight.com/series/nhmoc","","978-1-78441-422-1","978-1-78441-421-4","Alain Verbeke, Rob Van Tulder, Sarianna Lundan","2014","","Part I: New Governance Determinants of MNE Behavior;Part II: New Approaches to Defining and Measuring Distance;Part III: New Perspectives on Country-specific Advantages in International Business;Part IV: Institutional Diversity in the Emerging Economy Context","New Horizons in Managerial and Organizational Cognition","2397-5210","Professor Rob van Tulder and Professor Alain Verbeke","Business, Management & Strategy","2574-8904","Business, Management & Strategy"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/series/reom","","978-1-84855-158-9","978-1-84855-159-6","Donald D. Bergh, David J. Ketchen","2009","","Part I: Tradeoffs and Debates in Significance and Substance;Part II: Redirecting Methodological Practices in Strategic Management;Part III: Methodological Contributions to Strategic Management Topics","Research on Emotion in Organizations","1746-9791","Neal M. Ashkanasy, Wilfred J. Zerbe and Charmine E. J. Härtel","Operations, Logistics & Quality","2531-0488","Operations, Logistics & Quality"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0895-9935%282011%2919","Volume 19 - Democracies: Challenges to Societal Health","978-1-78052-238-8","978-1-78052-239-5","Barbara Wejnert","2011","","","Research in Political Sociology","0895-9935","Professor Julian Go","Sociology,","1757-0972","Sociology,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s0731-9053201635","Volume 35 - Dynamic Factor Models","978-1-78560-353-2","978-1-78560-352-5","Eric Hillebrand, Siem Jan Koopman","2016","","Part I: Methodology;Part II: Factor Structure and Specification;Part III: Instability;Part IV: Nowcasting and Forecasting","Advances in Econometrics","0731-9053","Thomas B. Fomby, R. Carter Hill, Ivan Jeliazkov, Juan Carlos Escanciano and Eric Hillebrand","Sociology","2044-1398","Sociology"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s2043-052320169","Volume 9 - Accountability and Social Responsibility: International Perspectives","978-1-78635-384-9","978-1-78635-383-2","David Crowther, Linne Marie Lauesen","2016","","Part I: Issues of Governance;Part II: Accountability in Action","Developments in Corporate Governance and Responsibility","2043-0523","David Crowther","HR, Learning & Organization Studies,","1012-8255","HR, Learning & Organization Studies,"
"Transport","https://www.emeraldinsight.com/doi/book/10.1108/9780080435930","Volume 2 - Handbook of Logistics and Supply-Chain Management","978-0-08-043593-0","978-0-85724-563-2","Ann M. Brewer, Kenneth J. Button, David A. Hensher","2008","The quality of transport logistics is now recognized as being vital to the success of many organisation. The ability to transport goods quickly, safely, economically and reliably is seen as vital to a nation’s prosperity and capacity to compete in a rapidly globalising economy. Logistics has advanced significantly during the past twenty years as companies have appreciated the gains from such initiatives as limiting inventories, making use of ‘seamless’ distribution services, and taking advantage of advances in telecommunication and information technologies. Institutional changes, such as deregulation and privatization, have in many countries led to contexts in which these changes could take place. The integration of transportation into the production process through advanced information systems and the application of modern management techniques is now at the centre of logistics.This volume, the second in the series of Handbook in Transport, contains commissioned refereed papers that cover the main elements of transport logistics. The authors were selected from around the world and asked to provide critiques of their subject areas as well as a review of the state of the art and case study examples. These up-to-date contribution cover all the main areas of transport logistics, providing those in the field with current information whilst at the same time offering easy access for those who are new to the field and are seeking review material.","Part 1: Globalization and International Perspectives;Part 2: Supply Chain Management;Part 3: Logistics Mangament;Part 4: Customer Service;Part 6: Organizational Logistics;Part 7: Comparative Industry Approaches;Part 8: Research Management","Handbooks in Transport","1472-7889","David A. Hensher and Kenneth J. Button","Transport","","Transport"
